Year,RaceScheme,Race,Sex,AgeGroup,HispanicOrigin,Population
1971,race2,White,Female,45 to 49,NA,5591686
1971,race2,White,Female,5 to 9,NA,8013778
1971,race2,White,Female,50 to 54,NA,5292717
1971,race2,White,Female,55 to 59,NA,4771389
1971,race2,White,Female,60 to 64,NA,4280436
1971,race2,White,Female,65 to 69,NA,3590696
1971,race2,White,Female,70 to 74,NA,2914349
1971,race2,White,Female,75 to 79,NA,2203577
1971,race2,White,Female,80 to 84,NA,1394685
1971,race2,White,Female,85 years and over,NA,903820
1971,race2,White,Female,Under 5,NA,7090622
1971,race2,White,Male,10 to 14,NA,9169206
1971,race2,White,Male,15 to 19,NA,8644507
1971,race2,White,Male,20 to 24,NA,8006126
1971,race2,White,Male,25 to 29,NA,6178675
1971,race2,White,Male,30 to 34,NA,5176732
1971,race2,White,Male,35 to 39,NA,4821820
1971,race2,White,Male,40 to 44,NA,5168643
1971,race2,White,Male,45 to 49,NA,5266784
1971,race2,White,Male,5 to 9,NA,8377652
1971,race2,White,Male,50 to 54,NA,4948152
1971,race2,White,Male,55 to 59,NA,4375872
1971,race2,White,Male,60 to 64,NA,3737839
1971,race2,White,Male,65 to 69,NA,2895044
1971,race2,White,Male,70 to 74,NA,2116970
1971,race2,White,Male,75 to 79,NA,1473479
1971,race2,White,Male,80 to 84,NA,831125
1971,race2,White,Male,85 years and over,NA,462943
1971,race2,White,Male,Under 5,NA,7429001
1971,race3,Black,Female,10 to 14,NA,1431700
1971,race3,Black,Female,15 to 19,NA,1276255
1971,race3,Black,Female,20 to 24,NA,1060165
1971,race3,Black,Female,25 to 29,NA,790618
1971,race3,Black,Female,30 to 34,NA,713142
1971,race3,Black,Female,35 to 39,NA,658368
1971,race3,Black,Female,40 to 44,NA,650387
1971,race3,Black,Female,45 to 49,NA,614230
1971,race3,Black,Female,5 to 9,NA,1353741
1971,race3,Black,Female,50 to 54,NA,551585
1971,race3,Black,Female,55 to 59,NA,461447
1971,race3,Black,Female,60 to 64,NA,426666
1971,race3,Black,Female,65 to 69,NA,347781
1971,race3,Black,Female,70 to 74,NA,244609
1971,race3,Black,Female,75 to 79,NA,162842
1971,race3,Black,Female,80 to 84,NA,96204
1971,race3,Black,Female,85 years and over,NA,66934
1971,race3,Black,Female,Under 5,NA,1218650
1971,race3,Black,Male,10 to 14,NA,1436944
1971,race3,Black,Male,15 to 19,NA,1266472
1971,race3,Black,Male,20 to 24,NA,986991
1971,race3,Black,Male,25 to 29,NA,691531
1971,race3,Black,Male,30 to 34,NA,603626
1971,race3,Black,Male,35 to 39,NA,550573
1971,race3,Black,Male,40 to 44,NA,548184
1971,race3,Black,Male,45 to 49,NA,525745
1971,race3,Black,Male,5 to 9,NA,1362922
1971,race3,Black,Male,50 to 54,NA,474259
1971,race3,Black,Male,55 to 59,NA,394000
1971,race3,Black,Male,60 to 64,NA,353740
1971,race3,Black,Male,65 to 69,NA,274936
1971,race3,Black,Male,70 to 74,NA,191789
1971,race3,Black,Male,75 to 79,NA,121721
1971,race3,Black,Male,80 to 84,NA,64245
1971,race3,Black,Male,85 years and over,NA,39900
1971,race3,Black,Male,Under 5,NA,1226622
1971,race3,Other,Female,10 to 14,NA,141607
1971,race3,Other,Female,15 to 19,NA,133970
1971,race3,Other,Female,20 to 24,NA,139475
1971,race3,Other,Female,25 to 29,NA,119167
1971,race3,Other,Female,30 to 34,NA,105241
1971,race3,Other,Female,35 to 39,NA,93848
1971,race3,Other,Female,40 to 44,NA,93185
1971,race3,Other,Female,45 to 49,NA,73768
1971,race3,Other,Female,5 to 9,NA,142057
1971,race3,Other,Female,50 to 54,NA,55217
1971,race3,Other,Female,55 to 59,NA,41460
1971,race3,Other,Female,60 to 64,NA,31457
1971,race3,Other,Female,65 to 69,NA,26891
1971,race3,Other,Female,70 to 74,NA,22244
1971,race3,Other,Female,75 to 79,NA,13439
1971,race3,Other,Female,80 to 84,NA,8245
1971,race3,Other,Female,85 years and over,NA,6283
1971,race3,Other,Female,Under 5,NA,138269
1971,race3,Other,Male,10 to 14,NA,143103
1971,race3,Other,Male,15 to 19,NA,136990
1971,race3,Other,Male,20 to 24,NA,136861
1971,race3,Other,Male,25 to 29,NA,109415
1971,race3,Other,Male,30 to 34,NA,100118
1971,race3,Other,Male,35 to 39,NA,81755
1971,race3,Other,Male,40 to 44,NA,78896
1971,race3,Other,Male,45 to 49,NA,69693
1971,race3,Other,Male,5 to 9,NA,145137
1971,race3,Other,Male,50 to 54,NA,54738
1971,race3,Other,Male,55 to 59,NA,45653
1971,race3,Other,Male,60 to 64,NA,42364
1971,race3,Other,Male,65 to 69,NA,34178
1971,race3,Other,Male,70 to 74,NA,24472
1971,race3,Other,Male,75 to 79,NA,11363
1971,race3,Other,Male,80 to 84,NA,9566
1971,race3,Other,Male,85 years and over,NA,7130
1971,race3,Other,Male,Under 5,NA,140804
1971,race3,White,Female,10 to 14,NA,8772621
1971,race3,White,Female,15 to 19,NA,8330314
1971,race3,White,Female,20 to 24,NA,7829417
1971,race3,White,Female,25 to 29,NA,6151946
1971,race3,White,Female,30 to 34,NA,5218083
1971,race3,White,Female,35 to 39,NA,4913505
1971,race3,White,Female,40 to 44,NA,5318883
1971,race3,White,Female,45 to 49,NA,5591686
1971,race3,White,Female,5 to 9,NA,8013778
1971,race3,White,Female,50 to 54,NA,5292717
1971,race3,White,Female,55 to 59,NA,4771389
1971,race3,White,Female,60 to 64,NA,4280436
1971,race3,White,Female,65 to 69,NA,3590696
1971,race3,White,Female,70 to 74,NA,2914349
1971,race3,White,Female,75 to 79,NA,2203577
1971,race3,White,Female,80 to 84,NA,1394685
1971,race3,White,Female,85 years and over,NA,903820
1971,race3,White,Female,Under 5,NA,7090622
1971,race3,White,Male,10 to 14,NA,9169206
1971,race3,White,Male,15 to 19,NA,8644507
1971,race3,White,Male,20 to 24,NA,8006126
1971,race3,White,Male,25 to 29,NA,6178675
1971,race3,White,Male,30 to 34,NA,5176732
1971,race3,White,Male,35 to 39,NA,4821820
1971,race3,White,Male,40 to 44,NA,5168643
1971,race3,White,Male,45 to 49,NA,5266784
1971,race3,White,Male,5 to 9,NA,8377652
1971,race3,White,Male,50 to 54,NA,4948152
1971,race3,White,Male,55 to 59,NA,4375872
1971,race3,White,Male,60 to 64,NA,3737839
1971,race3,White,Male,65 to 69,NA,2895044
1971,race3,White,Male,70 to 74,NA,2116970
1971,race3,White,Male,75 to 79,NA,1473479
1971,race3,White,Male,80 to 84,NA,831125
1971,race3,White,Male,85 years and over,NA,462943
1971,race3,White,Male,Under 5,NA,7429001
1972,race2,Nonwhite,Female,10 to 14,NA,1588843
1972,race2,Nonwhite,Female,15 to 19,NA,1471941
1972,race2,Nonwhite,Female,20 to 24,NA,1248702
1972,race2,Nonwhite,Female,25 to 29,NA,969636
1972,race2,Nonwhite,Female,30 to 34,NA,854524
1972,race2,Nonwhite,Female,35 to 39,NA,762691
1972,race2,Nonwhite,Female,40 to 44,NA,748665
1972,race2,Nonwhite,Female,45 to 49,NA,694408
1972,race2,Nonwhite,Female,5 to 9,NA,1472779
1972,race2,Nonwhite,Female,50 to 54,NA,629834
1972,race2,Nonwhite,Female,55 to 59,NA,507258
1972,race2,Nonwhite,Female,60 to 64,NA,474477
1972,race2,Nonwhite,Female,65 to 69,NA,390313
1972,race2,Nonwhite,Female,70 to 74,NA,263658
1972,race2,Nonwhite,Female,75 to 79,NA,188089
1972,race2,Nonwhite,Female,80 to 84,NA,113471
1972,race2,Nonwhite,Female,85 years and over,NA,76145
1972,race2,Nonwhite,Female,Under 5,NA,1367630
1972,race2,Nonwhite,Male,10 to 14,NA,1598536
1972,race2,Nonwhite,Male,15 to 19,NA,1468614
1972,race2,Nonwhite,Male,20 to 24,NA,1166499
1972,race2,Nonwhite,Male,25 to 29,NA,853042
1972,race2,Nonwhite,Male,30 to 34,NA,736926
1972,race2,Nonwhite,Male,35 to 39,NA,640726
1972,race2,Nonwhite,Male,40 to 44,NA,633928
1972,race2,Nonwhite,Male,45 to 49,NA,595950
1972,race2,Nonwhite,Male,5 to 9,NA,1483952
1972,race2,Nonwhite,Male,50 to 54,NA,547073
1972,race2,Nonwhite,Male,55 to 59,NA,438001
1972,race2,Nonwhite,Male,60 to 64,NA,407959
1972,race2,Nonwhite,Male,65 to 69,NA,318430
1972,race2,Nonwhite,Male,70 to 74,NA,213124
1972,race2,Nonwhite,Male,75 to 79,NA,139029
1972,race2,Nonwhite,Male,80 to 84,NA,78096
1972,race2,Nonwhite,Male,85 years and over,NA,47176
1972,race2,Nonwhite,Male,Under 5,NA,1380282
1972,race2,White,Female,10 to 14,NA,8757775
1972,race2,White,Female,15 to 19,NA,8516071
1972,race2,White,Female,20 to 24,NA,7774442
1972,race2,White,Female,25 to 29,NA,6683173
1972,race2,White,Female,30 to 34,NA,5414297
1972,race2,White,Female,35 to 39,NA,4925818
1972,race2,White,Female,40 to 44,NA,5222527
1972,race2,White,Female,45 to 49,NA,5529033
1972,race2,White,Female,5 to 9,NA,7767807
1972,race2,White,Female,50 to 54,NA,5418205
1972,race2,White,Female,55 to 59,NA,4808389
1972,race2,White,Female,60 to 64,NA,4369281
1972,race2,White,Female,65 to 69,NA,3715425
1972,race2,White,Female,70 to 74,NA,2925736
1972,race2,White,Female,75 to 79,NA,2244688
1972,race2,White,Female,80 to 84,NA,1459369
1972,race2,White,Female,85 years and over,NA,944167
1972,race2,White,Female,Under 5,NA,7006022
1972,race2,White,Male,10 to 14,NA,9153536
1972,race2,White,Male,15 to 19,NA,8839288
1972,race2,White,Male,20 to 24,NA,7963450
1972,race2,White,Male,25 to 29,NA,6734623
1972,race2,White,Male,30 to 34,NA,5377716
1972,race2,White,Male,35 to 39,NA,4829187
1972,race2,White,Male,40 to 44,NA,5095965
1972,race2,White,Male,45 to 49,NA,5213230
1972,race2,White,Male,5 to 9,NA,8122287
1972,race2,White,Male,50 to 54,NA,5058399
1972,race2,White,Male,55 to 59,NA,4400293
1972,race2,White,Male,60 to 64,NA,3805091
1972,race2,White,Male,65 to 69,NA,2980068
1972,race2,White,Male,70 to 74,NA,2115585
1972,race2,White,Male,75 to 79,NA,1479522
1972,race2,White,Male,80 to 84,NA,852777
1972,race2,White,Male,85 years and over,NA,474953
1972,race2,White,Male,Under 5,NA,7347419
1972,race3,Black,Female,10 to 14,NA,1441578
1972,race3,Black,Female,15 to 19,NA,1327684
1972,race3,Black,Female,20 to 24,NA,1098913
1972,race3,Black,Female,25 to 29,NA,835606
1972,race3,Black,Female,30 to 34,NA,738633
1972,race3,Black,Female,35 to 39,NA,665486
1972,race3,Black,Female,40 to 44,NA,649360
1972,race3,Black,Female,45 to 49,NA,615446
1972,race3,Black,Female,5 to 9,NA,1328191
1972,race3,Black,Female,50 to 54,NA,569676
1972,race3,Black,Female,55 to 59,NA,463555
1972,race3,Black,Female,60 to 64,NA,440945
1972,race3,Black,Female,65 to 69,NA,362869
1972,race3,Black,Female,70 to 74,NA,239433
1972,race3,Black,Female,75 to 79,NA,174641
1972,race3,Black,Female,80 to 84,NA,104999
1972,race3,Black,Female,85 years and over,NA,69565
1972,race3,Black,Female,Under 5,NA,1221704
1972,race3,Black,Male,10 to 14,NA,1448767
1972,race3,Black,Male,15 to 19,NA,1320493
1972,race3,Black,Male,20 to 24,NA,1022374
1972,race3,Black,Male,25 to 29,NA,732587
1972,race3,Black,Male,30 to 34,NA,627349
1972,race3,Black,Male,35 to 39,NA,555467
1972,race3,Black,Male,40 to 44,NA,548729
1972,race3,Black,Male,45 to 49,NA,523792
1972,race3,Black,Male,5 to 9,NA,1336243
1972,race3,Black,Male,50 to 54,NA,487843
1972,race3,Black,Male,55 to 59,NA,391615
1972,race3,Black,Male,60 to 64,NA,364269
1972,race3,Black,Male,65 to 69,NA,283133
1972,race3,Black,Male,70 to 74,NA,186337
1972,race3,Black,Male,75 to 79,NA,127574
1972,race3,Black,Male,80 to 84,NA,69050
1972,race3,Black,Male,85 years and over,NA,40388
1972,race3,Black,Male,Under 5,NA,1231883
1972,race3,Other,Female,10 to 14,NA,147265
1972,race3,Other,Female,15 to 19,NA,144257
1972,race3,Other,Female,20 to 24,NA,149789
1972,race3,Other,Female,25 to 29,NA,134030
1972,race3,Other,Female,30 to 34,NA,115891
1972,race3,Other,Female,35 to 39,NA,97205
1972,race3,Other,Female,40 to 44,NA,99305
1972,race3,Other,Female,45 to 49,NA,78962
1972,race3,Other,Female,5 to 9,NA,144588
1972,race3,Other,Female,50 to 54,NA,60158
1972,race3,Other,Female,55 to 59,NA,43703
1972,race3,Other,Female,60 to 64,NA,33532
1972,race3,Other,Female,65 to 69,NA,27444
1972,race3,Other,Female,70 to 74,NA,24225
1972,race3,Other,Female,75 to 79,NA,13448
1972,race3,Other,Female,80 to 84,NA,8472
1972,race3,Other,Female,85 years and over,NA,6580
1972,race3,Other,Female,Under 5,NA,145926
1972,race3,Other,Male,10 to 14,NA,149769
1972,race3,Other,Male,15 to 19,NA,148121
1972,race3,Other,Male,20 to 24,NA,144125
1972,race3,Other,Male,25 to 29,NA,120455
1972,race3,Other,Male,30 to 34,NA,109577
1972,race3,Other,Male,35 to 39,NA,85259
1972,race3,Other,Male,40 to 44,NA,85199
1972,race3,Other,Male,45 to 49,NA,72158
1972,race3,Other,Male,5 to 9,NA,147709
1972,race3,Other,Male,50 to 54,NA,59230
1972,race3,Other,Male,55 to 59,NA,46386
1972,race3,Other,Male,60 to 64,NA,43690
1972,race3,Other,Male,65 to 69,NA,35297
1972,race3,Other,Male,70 to 74,NA,26787
1972,race3,Other,Male,75 to 79,NA,11455
1972,race3,Other,Male,80 to 84,NA,9046
1972,race3,Other,Male,85 years and over,NA,6788
1972,race3,Other,Male,Under 5,NA,148399
1972,race3,White,Female,10 to 14,NA,8757775
1972,race3,White,Female,15 to 19,NA,8516071
1972,race3,White,Female,20 to 24,NA,7774442
1972,race3,White,Female,25 to 29,NA,6683173
1972,race3,White,Female,30 to 34,NA,5414297
1972,race3,White,Female,35 to 39,NA,4925818
1972,race3,White,Female,40 to 44,NA,5222527
1972,race3,White,Female,45 to 49,NA,5529033
1972,race3,White,Female,5 to 9,NA,7767807
1972,race3,White,Female,50 to 54,NA,5418205
1972,race3,White,Female,55 to 59,NA,4808389
1972,race3,White,Female,60 to 64,NA,4369281
1972,race3,White,Female,65 to 69,NA,3715425
1972,race3,White,Female,70 to 74,NA,2925736
1972,race3,White,Female,75 to 79,NA,2244688
1972,race3,White,Female,80 to 84,NA,1459369
1972,race3,White,Female,85 years and over,NA,944167
1972,race3,White,Female,Under 5,NA,7006022
1972,race3,White,Male,10 to 14,NA,9153536
1972,race3,White,Male,15 to 19,NA,8839288
1972,race3,White,Male,20 to 24,NA,7963450
1972,race3,White,Male,25 to 29,NA,6734623
1972,race3,White,Male,30 to 34,NA,5377716
1972,race3,White,Male,35 to 39,NA,4829187
1972,race3,White,Male,40 to 44,NA,5095965
1972,race3,White,Male,45 to 49,NA,5213230
1972,race3,White,Male,5 to 9,NA,8122287
1972,race3,White,Male,50 to 54,NA,5058399
1972,race3,White,Male,55 to 59,NA,4400293
1972,race3,White,Male,60 to 64,NA,3805091
1972,race3,White,Male,65 to 69,NA,2980068
1972,race3,White,Male,70 to 74,NA,2115585
1972,race3,White,Male,75 to 79,NA,1479522
1972,race3,White,Male,80 to 84,NA,852777
1972,race3,White,Male,85 years and over,NA,474953
1972,race3,White,Male,Under 5,NA,7347419
1973,race2,Nonwhite,Female,10 to 14,NA,1604300
1973,race2,Nonwhite,Female,15 to 19,NA,1525465
1973,race2,Nonwhite,Female,20 to 24,NA,1301111
1973,race2,Nonwhite,Female,25 to 29,NA,1025155
1973,race2,Nonwhite,Female,30 to 34,NA,895092
1973,race2,Nonwhite,Female,35 to 39,NA,770172
1973,race2,Nonwhite,Female,40 to 44,NA,760002
1973,race2,Nonwhite,Female,45 to 49,NA,697771
1973,race2,Nonwhite,Female,5 to 9,NA,1447317
1973,race2,Nonwhite,Female,50 to 54,NA,655843
1973,race2,Nonwhite,Female,55 to 59,NA,510698
1973,race2,Nonwhite,Female,60 to 64,NA,488369
1973,race2,Nonwhite,Female,65 to 69,NA,408956
1973,race2,Nonwhite,Female,70 to 74,NA,266280
1973,race2,Nonwhite,Female,75 to 79,NA,196317
1973,race2,Nonwhite,Female,80 to 84,NA,122249
1973,race2,Nonwhite,Female,85 years and over,NA,79417
1973,race2,Nonwhite,Female,Under 5,NA,1372751
1973,race2,Nonwhite,Male,10 to 14,NA,1617012
1973,race2,Nonwhite,Male,15 to 19,NA,1524381
1973,race2,Nonwhite,Male,20 to 24,NA,1215770
1973,race2,Nonwhite,Male,25 to 29,NA,901132
1973,race2,Nonwhite,Male,30 to 34,NA,773304
1973,race2,Nonwhite,Male,35 to 39,NA,645886
1973,race2,Nonwhite,Male,40 to 44,NA,644851
1973,race2,Nonwhite,Male,45 to 49,NA,595760
1973,race2,Nonwhite,Male,5 to 9,NA,1456756
1973,race2,Nonwhite,Male,50 to 54,NA,564154
1973,race2,Nonwhite,Male,55 to 59,NA,439083
1973,race2,Nonwhite,Male,60 to 64,NA,416481
1973,race2,Nonwhite,Male,65 to 69,NA,328291
1973,race2,Nonwhite,Male,70 to 74,NA,216861
1973,race2,Nonwhite,Male,75 to 79,NA,141251
1973,race2,Nonwhite,Male,80 to 84,NA,82666
1973,race2,Nonwhite,Male,85 years and over,NA,47627
1973,race2,Nonwhite,Male,Under 5,NA,1388342
1973,race2,White,Female,10 to 14,NA,8705345
1973,race2,White,Female,15 to 19,NA,8668229
1973,race2,White,Female,20 to 24,NA,7900490
1973,race2,White,Female,25 to 29,NA,6894511
1973,race2,White,Female,30 to 34,NA,5757383
1973,race2,White,Female,35 to 39,NA,4973987
1973,race2,White,Female,40 to 44,NA,5124947
1973,race2,White,Female,45 to 49,NA,5480729
1973,race2,White,Female,5 to 9,NA,7513260
1973,race2,White,Female,50 to 54,NA,5502419
1973,race2,White,Female,55 to 59,NA,4850501
1973,race2,White,Female,60 to 64,NA,4436061
1973,race2,White,Female,65 to 69,NA,3836383
1973,race2,White,Female,70 to 74,NA,2979940
1973,race2,White,Female,75 to 79,NA,2259956
1973,race2,White,Female,80 to 84,NA,1524922
1973,race2,White,Female,85 years and over,NA,989245
1973,race2,White,Female,Under 5,NA,6876764
1973,race2,White,Male,10 to 14,NA,9102943
1973,race2,White,Male,15 to 19,NA,9000768
1973,race2,White,Male,20 to 24,NA,8104052
1973,race2,White,Male,25 to 29,NA,6965446
1973,race2,White,Male,30 to 34,NA,5727054
1973,race2,White,Male,35 to 39,NA,4879947
1973,race2,White,Male,40 to 44,NA,5010275
1973,race2,White,Male,45 to 49,NA,5185913
1973,race2,White,Male,5 to 9,NA,7861501
1973,race2,White,Male,50 to 54,NA,5124429
1973,race2,White,Male,55 to 59,NA,4428675
1973,race2,White,Male,60 to 64,NA,3858278
1973,race2,White,Male,65 to 69,NA,3062016
1973,race2,White,Male,70 to 74,NA,2148340
1973,race2,White,Male,75 to 79,NA,1467943
1973,race2,White,Male,80 to 84,NA,875823
1973,race2,White,Male,85 years and over,NA,490451
1973,race2,White,Male,Under 5,NA,7212989
1973,race3,Black,Female,10 to 14,NA,1450657
1973,race3,Black,Female,15 to 19,NA,1371423
1973,race3,Black,Female,20 to 24,NA,1141902
1973,race3,Black,Female,25 to 29,NA,876126
1973,race3,Black,Female,30 to 34,NA,767294
1973,race3,Black,Female,35 to 39,NA,669316
1973,race3,Black,Female,40 to 44,NA,654225
1973,race3,Black,Female,45 to 49,NA,613712
1973,race3,Black,Female,5 to 9,NA,1299995
1973,race3,Black,Female,50 to 54,NA,589887
1973,race3,Black,Female,55 to 59,NA,464080
1973,race3,Black,Female,60 to 64,NA,451949
1973,race3,Black,Female,65 to 69,NA,380852
1973,race3,Black,Female,70 to 74,NA,240091
1973,race3,Black,Female,75 to 79,NA,182791
1973,race3,Black,Female,80 to 84,NA,113413
1973,race3,Black,Female,85 years and over,NA,72525
1973,race3,Black,Female,Under 5,NA,1218724
1973,race3,Black,Male,10 to 14,NA,1459964
1973,race3,Black,Male,15 to 19,NA,1365624
1973,race3,Black,Male,20 to 24,NA,1063430
1973,race3,Black,Male,25 to 29,NA,770464
1973,race3,Black,Male,30 to 34,NA,654090
1973,race3,Black,Male,35 to 39,NA,557001
1973,race3,Black,Male,40 to 44,NA,553098
1973,race3,Black,Male,45 to 49,NA,521119
1973,race3,Black,Male,5 to 9,NA,1306409
1973,race3,Black,Male,50 to 54,NA,500165
1973,race3,Black,Male,55 to 59,NA,391332
1973,race3,Black,Male,60 to 64,NA,371499
1973,race3,Black,Male,65 to 69,NA,291856
1973,race3,Black,Male,70 to 74,NA,187639
1973,race3,Black,Male,75 to 79,NA,129792
1973,race3,Black,Male,80 to 84,NA,74218
1973,race3,Black,Male,85 years and over,NA,41045
1973,race3,Black,Male,Under 5,NA,1231108
1973,race3,Other,Female,10 to 14,NA,153643
1973,race3,Other,Female,15 to 19,NA,154042
1973,race3,Other,Female,20 to 24,NA,159209
1973,race3,Other,Female,25 to 29,NA,149029
1973,race3,Other,Female,30 to 34,NA,127798
1973,race3,Other,Female,35 to 39,NA,100856
1973,race3,Other,Female,40 to 44,NA,105777
1973,race3,Other,Female,45 to 49,NA,84059
1973,race3,Other,Female,5 to 9,NA,147322
1973,race3,Other,Female,50 to 54,NA,65956
1973,race3,Other,Female,55 to 59,NA,46618
1973,race3,Other,Female,60 to 64,NA,36420
1973,race3,Other,Female,65 to 69,NA,28104
1973,race3,Other,Female,70 to 74,NA,26189
1973,race3,Other,Female,75 to 79,NA,13526
1973,race3,Other,Female,80 to 84,NA,8836
1973,race3,Other,Female,85 years and over,NA,6892
1973,race3,Other,Female,Under 5,NA,154027
1973,race3,Other,Male,10 to 14,NA,157048
1973,race3,Other,Male,15 to 19,NA,158757
1973,race3,Other,Male,20 to 24,NA,152340
1973,race3,Other,Male,25 to 29,NA,130668
1973,race3,Other,Male,30 to 34,NA,119214
1973,race3,Other,Male,35 to 39,NA,88885
1973,race3,Other,Male,40 to 44,NA,91753
1973,race3,Other,Male,45 to 49,NA,74641
1973,race3,Other,Male,5 to 9,NA,150347
1973,race3,Other,Male,50 to 54,NA,63989
1973,race3,Other,Male,55 to 59,NA,47751
1973,race3,Other,Male,60 to 64,NA,44982
1973,race3,Other,Male,65 to 69,NA,36435
1973,race3,Other,Male,70 to 74,NA,29222
1973,race3,Other,Male,75 to 79,NA,11459
1973,race3,Other,Male,80 to 84,NA,8448
1973,race3,Other,Male,85 years and over,NA,6582
1973,race3,Other,Male,Under 5,NA,157234
1973,race3,White,Female,10 to 14,NA,8705345
1973,race3,White,Female,15 to 19,NA,8668229
1973,race3,White,Female,20 to 24,NA,7900490
1973,race3,White,Female,25 to 29,NA,6894511
1973,race3,White,Female,30 to 34,NA,5757383
1973,race3,White,Female,35 to 39,NA,4973987
1973,race3,White,Female,40 to 44,NA,5124947
1973,race3,White,Female,45 to 49,NA,5480729
1973,race3,White,Female,5 to 9,NA,7513260
1973,race3,White,Female,50 to 54,NA,5502419
1973,race3,White,Female,55 to 59,NA,4850501
1973,race3,White,Female,60 to 64,NA,4436061
1973,race3,White,Female,65 to 69,NA,3836383
1973,race3,White,Female,70 to 74,NA,2979940
1973,race3,White,Female,75 to 79,NA,2259956
1973,race3,White,Female,80 to 84,NA,1524922
1973,race3,White,Female,85 years and over,NA,989245
1973,race3,White,Female,Under 5,NA,6876764
1973,race3,White,Male,10 to 14,NA,9102943
1973,race3,White,Male,15 to 19,NA,9000768
1973,race3,White,Male,20 to 24,NA,8104052
1973,race3,White,Male,25 to 29,NA,6965446
1973,race3,White,Male,30 to 34,NA,5727054
1973,race3,White,Male,35 to 39,NA,4879947
1973,race3,White,Male,40 to 44,NA,5010275
1973,race3,White,Male,45 to 49,NA,5185913
1973,race3,White,Male,5 to 9,NA,7861501
1973,race3,White,Male,50 to 54,NA,5124429
1973,race3,White,Male,55 to 59,NA,4428675
1973,race3,White,Male,60 to 64,NA,3858278
1973,race3,White,Male,65 to 69,NA,3062016
1973,race3,White,Male,70 to 74,NA,2148340
1973,race3,White,Male,75 to 79,NA,1467943
1973,race3,White,Male,80 to 84,NA,875823
1973,race3,White,Male,85 years and over,NA,490451
1973,race3,White,Male,Under 5,NA,7212989
1974,race2,Nonwhite,Female,10 to 14,NA,1611181
1974,race2,Nonwhite,Female,15 to 19,NA,1574933
1974,race2,Nonwhite,Female,20 to 24,NA,1352585
1974,race2,Nonwhite,Female,25 to 29,NA,1097313
1974,race2,Nonwhite,Female,30 to 34,NA,933473
1974,race2,Nonwhite,Female,35 to 39,NA,782851
1974,race2,Nonwhite,Female,40 to 44,NA,767133
1974,race2,Nonwhite,Female,45 to 49,NA,706498
1974,race2,Nonwhite,Female,5 to 9,NA,1429417
1974,race2,Nonwhite,Female,50 to 54,NA,669237
1974,race2,Nonwhite,Female,55 to 59,NA,528263
1974,race2,Nonwhite,Female,60 to 64,NA,498672
1974,race2,Nonwhite,Female,65 to 69,NA,427034
1974,race2,Nonwhite,Female,70 to 74,NA,270825
1974,race2,Nonwhite,Female,75 to 79,NA,205251
1974,race2,Nonwhite,Female,80 to 84,NA,127112
1974,race2,Nonwhite,Female,85 years and over,NA,85337
1974,race2,Nonwhite,Female,Under 5,NA,1363928
1974,race2,Nonwhite,Male,10 to 14,NA,1629241
1974,race2,Nonwhite,Male,15 to 19,NA,1576293
1974,race2,Nonwhite,Male,20 to 24,NA,1266653
1974,race2,Nonwhite,Male,25 to 29,NA,963376
1974,race2,Nonwhite,Male,30 to 34,NA,807397
1974,race2,Nonwhite,Male,35 to 39,NA,656957
1974,race2,Nonwhite,Male,40 to 44,NA,651336
1974,race2,Nonwhite,Male,45 to 49,NA,599718
1974,race2,Nonwhite,Male,5 to 9,NA,1436405
1974,race2,Nonwhite,Male,50 to 54,NA,569188
1974,race2,Nonwhite,Male,55 to 59,NA,450911
1974,race2,Nonwhite,Male,60 to 64,NA,423265
1974,race2,Nonwhite,Male,65 to 69,NA,338234
1974,race2,Nonwhite,Male,70 to 74,NA,221372
1974,race2,Nonwhite,Male,75 to 79,NA,144987
1974,race2,Nonwhite,Male,80 to 84,NA,84353
1974,race2,Nonwhite,Male,85 years and over,NA,50009
1974,race2,Nonwhite,Male,Under 5,NA,1383574
1974,race2,White,Female,10 to 14,NA,8631470
1974,race2,White,Female,15 to 19,NA,8775966
1974,race2,White,Female,20 to 24,NA,8068759
1974,race2,White,Female,25 to 29,NA,7187047
1974,race2,White,Female,30 to 34,NA,5996185
1974,race2,White,Female,35 to 39,NA,5053618
1974,race2,White,Female,40 to 44,NA,5029623
1974,race2,White,Female,45 to 49,NA,5407612
1974,race2,White,Female,5 to 9,NA,7301055
1974,race2,White,Female,50 to 54,NA,5552328
1974,race2,White,Female,55 to 59,NA,4928034
1974,race2,White,Female,60 to 64,NA,4492668
1974,race2,White,Female,65 to 69,NA,3956063
1974,race2,White,Female,70 to 74,NA,3030950
1974,race2,White,Female,75 to 79,NA,2303777
1974,race2,White,Female,80 to 84,NA,1559570
1974,race2,White,Female,85 years and over,NA,1055857
1974,race2,White,Female,Under 5,NA,6701193
1974,race2,White,Male,10 to 14,NA,9038660
1974,race2,White,Male,15 to 19,NA,9114406
1974,race2,White,Male,20 to 24,NA,8287410
1974,race2,White,Male,25 to 29,NA,7273381
1974,race2,White,Male,30 to 34,NA,5967228
1974,race2,White,Male,35 to 39,NA,4955494
1974,race2,White,Male,40 to 44,NA,4928477
1974,race2,White,Male,45 to 49,NA,5134865
1974,race2,White,Male,5 to 9,NA,7638324
1974,race2,White,Male,50 to 54,NA,5169300
1974,race2,White,Male,55 to 59,NA,4478676
1974,race2,White,Male,60 to 64,NA,3912834
