Year,Race,Sex,AgeGroup,HispanicOrigin,Population
1998,Black,Female,20 to 24,NonHispanic,1299542
1998,Black,Female,25 to 29,NonHispanic,1361043
1998,Black,Female,30 to 34,NonHispanic,1419292
1998,Black,Female,35 to 39,NonHispanic,1498382
1998,Black,Female,40 to 44,NonHispanic,1383536
1998,Black,Female,45 to 49,NonHispanic,1147151
1998,Black,Female,5 to 9,NonHispanic,1634462
1998,Black,Female,50 to 54,NonHispanic,870740
1998,Black,Female,55 to 59,NonHispanic,680795
1998,Black,Female,60 to 64,NonHispanic,569033
1998,Black,Female,65 to 69,NonHispanic,510700
1998,Black,Female,70 to 74,NonHispanic,428016
1998,Black,Female,75 to 79,NonHispanic,339253
1998,Black,Female,80 to 84,NonHispanic,224259
1998,Black,Female,85 years and over,NonHispanic,218662
1998,Black,Female,Under 5,NonHispanic,1439449
1998,Black,Male,10 to 14,Hispanic,68228
1998,Black,Male,15 to 19,Hispanic,67224
1998,Black,Male,20 to 24,Hispanic,64391
1998,Black,Male,25 to 29,Hispanic,64738
1998,Black,Male,30 to 34,Hispanic,61995
1998,Black,Male,35 to 39,Hispanic,53066
1998,Black,Male,40 to 44,Hispanic,42518
1998,Black,Male,45 to 49,Hispanic,32366
1998,Black,Male,5 to 9,Hispanic,83115
1998,Black,Male,50 to 54,Hispanic,22751
1998,Black,Male,55 to 59,Hispanic,15923
1998,Black,Male,60 to 64,Hispanic,11695
1998,Black,Male,65 to 69,Hispanic,8868
1998,Black,Male,70 to 74,Hispanic,5814
1998,Black,Male,75 to 79,Hispanic,3551
1998,Black,Male,80 to 84,Hispanic,1734
1998,Black,Male,85 years and over,Hispanic,1159
1998,Black,Male,Under 5,Hispanic,89371
1998,Black,Male,10 to 14,NonHispanic,1522525
1998,Black,Male,15 to 19,NonHispanic,1487728
1998,Black,Male,20 to 24,NonHispanic,1234742
1998,Black,Male,25 to 29,NonHispanic,1229100
1998,Black,Male,30 to 34,NonHispanic,1265081
1998,Black,Male,35 to 39,NonHispanic,1322198
1998,Black,Male,40 to 44,NonHispanic,1210896
1998,Black,Male,45 to 49,NonHispanic,981118
1998,Black,Male,5 to 9,NonHispanic,1685904
1998,Black,Male,50 to 54,NonHispanic,733088
1998,Black,Male,55 to 59,NonHispanic,552903
1998,Black,Male,60 to 64,NonHispanic,445594
1998,Black,Male,65 to 69,NonHispanic,378260
1998,Black,Male,70 to 74,NonHispanic,281940
1998,Black,Male,75 to 79,NonHispanic,205899
1998,Black,Male,80 to 84,NonHispanic,109174
1998,Black,Male,85 years and over,NonHispanic,82457
1998,Black,Male,Under 5,NonHispanic,1480646
1998,Other,Female,10 to 14,Hispanic,46419
1998,Other,Female,15 to 19,Hispanic,43584
1998,Other,Female,20 to 24,Hispanic,39838
1998,Other,Female,25 to 29,Hispanic,39952
1998,Other,Female,30 to 34,Hispanic,37292
1998,Other,Female,35 to 39,Hispanic,35246
1998,Other,Female,40 to 44,Hispanic,28678
1998,Other,Female,45 to 49,Hispanic,21120
1998,Other,Female,5 to 9,Hispanic,54902
1998,Other,Female,50 to 54,Hispanic,14942
1998,Other,Female,55 to 59,Hispanic,9780
1998,Other,Female,60 to 64,Hispanic,7205
1998,Other,Female,65 to 69,Hispanic,5626
1998,Other,Female,70 to 74,Hispanic,4146
1998,Other,Female,75 to 79,Hispanic,2603
1998,Other,Female,80 to 84,Hispanic,1271
1998,Other,Female,85 years and over,Hispanic,1119
1998,Other,Female,Under 5,Hispanic,53643
1998,Other,Female,10 to 14,NonHispanic,476575
1998,Other,Female,15 to 19,NonHispanic,490695
1998,Other,Female,20 to 24,NonHispanic,509123
1998,Other,Female,25 to 29,NonHispanic,605657
1998,Other,Female,30 to 34,NonHispanic,579986
1998,Other,Female,35 to 39,NonHispanic,577407
1998,Other,Female,40 to 44,NonHispanic,541131
1998,Other,Female,45 to 49,NonHispanic,471856
1998,Other,Female,5 to 9,NonHispanic,472422
1998,Other,Female,50 to 54,NonHispanic,364513
1998,Other,Female,55 to 59,NonHispanic,260845
1998,Other,Female,60 to 64,NonHispanic,210904
1998,Other,Female,65 to 69,NonHispanic,179673
1998,Other,Female,70 to 74,NonHispanic,141569
1998,Other,Female,75 to 79,NonHispanic,96486
1998,Other,Female,80 to 84,NonHispanic,55027
1998,Other,Female,85 years and over,NonHispanic,41056
1998,Other,Female,Under 5,NonHispanic,467187
1998,Other,Male,10 to 14,Hispanic,47366
1998,Other,Male,15 to 19,Hispanic,46774
1998,Other,Male,20 to 24,Hispanic,45649
1998,Other,Male,25 to 29,Hispanic,46469
1998,Other,Male,30 to 34,Hispanic,40284
1998,Other,Male,35 to 39,Hispanic,36254
1998,Other,Male,40 to 44,Hispanic,28841
1998,Other,Male,45 to 49,Hispanic,20428
1998,Other,Male,5 to 9,Hispanic,56900
1998,Other,Male,50 to 54,Hispanic,14076
1998,Other,Male,55 to 59,Hispanic,8979
1998,Other,Male,60 to 64,Hispanic,6269
1998,Other,Male,65 to 69,Hispanic,4409
1998,Other,Male,70 to 74,Hispanic,2992
1998,Other,Male,75 to 79,Hispanic,1734
1998,Other,Male,80 to 84,Hispanic,886
1998,Other,Male,85 years and over,Hispanic,715
1998,Other,Male,Under 5,Hispanic,56129
1998,Other,Male,10 to 14,NonHispanic,499095
1998,Other,Male,15 to 19,NonHispanic,510361
1998,Other,Male,20 to 24,NonHispanic,514851
1998,Other,Male,25 to 29,NonHispanic,565948
1998,Other,Male,30 to 34,NonHispanic,529693
1998,Other,Male,35 to 39,NonHispanic,537968
1998,Other,Male,40 to 44,NonHispanic,486433
1998,Other,Male,45 to 49,NonHispanic,411236
1998,Other,Male,5 to 9,NonHispanic,496849
1998,Other,Male,50 to 54,NonHispanic,324178
1998,Other,Male,55 to 59,NonHispanic,234721
1998,Other,Male,60 to 64,NonHispanic,182839
1998,Other,Male,65 to 69,NonHispanic,137944
1998,Other,Male,70 to 74,NonHispanic,106016
1998,Other,Male,75 to 79,NonHispanic,72640
1998,Other,Male,80 to 84,NonHispanic,38753
1998,Other,Male,85 years and over,NonHispanic,26259
1998,Other,Male,Under 5,NonHispanic,481429
1998,White,Female,10 to 14,Hispanic,1285346
1998,White,Female,15 to 19,Hispanic,1274124
1998,White,Female,20 to 24,Hispanic,1293992
1998,White,Female,25 to 29,Hispanic,1331573
1998,White,Female,30 to 34,Hispanic,1286259
1998,White,Female,35 to 39,Hispanic,1155981
1998,White,Female,40 to 44,Hispanic,948566
1998,White,Female,45 to 49,Hispanic,739119
1998,White,Female,5 to 9,Hispanic,1482196
1998,White,Female,50 to 54,Hispanic,572706
1998,White,Female,55 to 59,Hispanic,426880
1998,White,Female,60 to 64,Hispanic,348636
1998,White,Female,65 to 69,Hispanic,294971
1998,White,Female,70 to 74,Hispanic,236011
1998,White,Female,75 to 79,Hispanic,163123
1998,White,Female,80 to 84,Hispanic,98790
1998,White,Female,85 years and over,Hispanic,87785
1998,White,Female,Under 5,Hispanic,1569644
1998,White,Female,10 to 14,NonHispanic,6313979
1998,White,Female,15 to 19,NonHispanic,6312269
1998,White,Female,20 to 24,NonHispanic,5692146
1998,White,Female,25 to 29,NonHispanic,6420819
1998,White,Female,30 to 34,NonHispanic,7051208
1998,White,Female,35 to 39,NonHispanic,8176042
1998,White,Female,40 to 44,NonHispanic,8069026
1998,White,Female,45 to 49,NonHispanic,7305360
1998,White,Female,5 to 9,NonHispanic,6282169
1998,White,Female,50 to 54,NonHispanic,6389544
1998,White,Female,55 to 59,NonHispanic,5116634
1998,White,Female,60 to 64,NonHispanic,4325679
1998,White,Female,65 to 69,NonHispanic,4225390
1998,White,Female,70 to 74,NonHispanic,4189967
1998,White,Female,75 to 79,NonHispanic,3663668
1998,White,Female,80 to 84,NonHispanic,2652108
1998,White,Female,85 years and over,NonHispanic,2534073
1998,White,Female,Under 5,NonHispanic,5732559
